organism,mol_type,strain,serotype,db_xref,accession,country,host,segment,collection_date,isolation_source,isolate,note,lab_host,lat_lon,collection_year,collection_month,collection_day,flu_season
Influenza A virus (A/Ontario/52/2014(H3N2)),viral cRNA,A/Ontario/52/2014,H3N2,taxon:1605064,KP701630.1,Canada: Ontario,Homo sapiens,4,2014-12-10,NP swab,,,,,2014.0,12.0,10.0,2014-2015
Influenza A virus (A/Ontario/53/2014(H3N2)),viral cRNA,A/Ontario/53/2014,H3N2,taxon:1605065,KP701629.1,Canada: Ontario,Homo sapiens,4,2014-12-10,NP swab,,,,,2014.0,12.0,10.0,2014-2015
Influenza A virus (A/Ontario/51/2014(H3N2)),viral cRNA,A/Ontario/51/2014,H3N2,taxon:1605063,KP701631.1,Canada: Ontario,Homo sapiens,4,2014-12-10,NP swab,,,,,2014.0,12.0,10.0,2014-2015
Influenza A virus (A/Ontario/54/2014(H3N2)),viral cRNA,A/Ontario/54/2014,H3N2,taxon:1605066,KP701628.1,Canada: Ontario,Homo sapiens,4,2014-12-10,NP swab,,,,,2014.0,12.0,10.0,2014-2015
Influenza A virus (A/Ontario/56/2014(H3N2)),viral cRNA,A/Ontario/56/2014,H3N2,taxon:1605068,KP701626.1,Canada: Ontario,Homo sapiens,4,2014-12-09,NP swab,,,,,2014.0,12.0,9.0,2014-2015
Influenza A virus (A/Ontario/55/2014(H3N2)),viral cRNA,A/Ontario/55/2014,H3N2,taxon:1605067,KP701627.1,Canada: Ontario,Homo sapiens,4,2014-12-08,NP swab,,,,,2014.0,12.0,8.0,2014-2015
Influenza A virus (A/Ontario/57/2014(H3N2)),viral cRNA,A/Ontario/57/2014,H3N2,taxon:1605069,KP701625.1,Canada: Ontario,Homo sapiens,4,2014-12-05,NP swab,,,,,2014.0,12.0,5.0,2014-2015
Influenza A virus (A/Ontario/60/2014(H3N2)),viral cRNA,A/Ontario/60/2014,H3N2,taxon:1605071,KP701623.1,Canada: Ontario,Homo sapiens,4,2014-12-03,NP swab,,,,,2014.0,12.0,3.0,2014-2015
Influenza A virus (A/Ontario/58/2014(H3N2)),viral cRNA,A/Ontario/58/2014,H3N2,taxon:1605070,KP701624.1,Canada: Ontario,Homo sapiens,4,2014-12-01,NP swab,,,,,2014.0,12.0,1.0,2014-2015
Influenza A virus (A/Ontario/40/2014(H3N2)),viral cRNA,A/Ontario/40/2014,H3N2,taxon:1621953,KP864423.1,Canada: Ontario,Homo sapiens,4,2014-03-24,nasopharyngeal swab,,,,,2014.0,3.0,24.0,2013-2014
Influenza A virus (A/Ontario/05/2014(H1N1)),viral cRNA,A/Ontario/05/2014,H1N1,taxon:1621951,KP864399.1,Canada: Ontario,Homo sapiens,4,2014-02-11,nasopharyngeal swab,,,,,2014.0,2.0,11.0,2013-2014
Influenza A virus (A/Ontario/04/2014(H1N1)),viral cRNA,A/Ontario/04/2014,H1N1,taxon:1621950,KP864397.1,Canada: Ontario,Homo sapiens,4,2014-01-29,nasopharyngeal swab,,,,,2014.0,1.0,29.0,2013-2014
Influenza A virus (A/Ontario/25/2014(H3N2)),viral cRNA,A/Ontario/25/2014,H3N2,taxon:1621952,KP864424.1,Canada: Ontario,Homo sapiens,4,2014-01-23,nasopharyngeal swab,,,,,2014.0,1.0,23.0,2013-2014
Influenza A virus (A/Ontario/03/2014(H1N1)),viral cRNA,A/Ontario/03/2014,H1N1,taxon:1621949,KP864398.1,Canada: Ontario,Homo sapiens,4,2014-01-15,nasopharyngeal swab,,,,,2014.0,1.0,15.0,2013-2014
Influenza A virus (A/Ontario/02/2014(H1N1)),viral cRNA,A/Ontario/02/2014,H1N1,taxon:1621948,KP864396.1,Canada: Ontario,Homo sapiens,4,2014-01-10,nasopharyngeal swab,,,,,2014.0,1.0,10.0,2013-2014
Influenza A virus (A/Ontario/01/2014(H3N2)),viral cRNA,A/Ontario/01/2014,H3N2,taxon:1621947,KP864425.1,Canada: Ontario,Homo sapiens,4,2014-01-06,nasopharyngeal swab,,,,,2014.0,1.0,6.0,2013-2014
Influenza A virus (A/Ontario/56/2013(H1N1)),viral cRNA,A/Ontario/56/2013,H1N1,taxon:1458530,KJ406387.1,Canada: Ontario,Homo sapiens,4,2013-12-10,nasal,,lineage: swl,,,2013.0,12.0,10.0,2013-2014
Influenza A virus (A/Ontario/53/2013(H1N1)),viral cRNA,A/Ontario/53/2013,H1N1,taxon:1458527,KJ406385.1,Canada: Ontario,Homo sapiens,4,2013-12-09,NPS,,lineage: swl,,,2013.0,12.0,9.0,2013-2014
Influenza A virus (A/Ontario/52/2013(H1N1)),viral cRNA,A/Ontario/52/2013,H1N1,taxon:1458526,KJ406384.1,Canada: Ontario,Homo sapiens,4,2013-12-09,NPS,,lineage: swl,,,2013.0,12.0,9.0,2013-2014
Influenza A virus (A/Ontario/55/2013(H1N1)),viral cRNA,A/Ontario/55/2013,H1N1,taxon:1458529,KJ406386.1,Canada: Ontario,Homo sapiens,4,2013-12-07,nasal,,lineage: swl,,,2013.0,12.0,7.0,2013-2014
Influenza A virus (A/Ontario/51/2013(H1N1)),viral cRNA,A/Ontario/51/2013,H1N1,taxon:1458525,KJ406382.1,Canada: Ontario,Homo sapiens,4,2013-12-06,nasal,,lineage: swl,,,2013.0,12.0,6.0,2013-2014
Influenza A virus (A/Ontario/54/2013(H1N1)),viral cRNA,A/Ontario/54/2013,H1N1,taxon:1458528,KJ406380.1,Canada: Ontario,Homo sapiens,4,2013-12-06,NPS,,lineage: swl,,,2013.0,12.0,6.0,2013-2014
Influenza A virus (A/Ontario/50/2013(H1N1)),viral cRNA,A/Ontario/50/2013,H1N1,taxon:1458524,KJ406379.1,Canada: Ontario,Homo sapiens,4,2013-12-05,NPS,,lineage: swl,,,2013.0,12.0,5.0,2013-2014
Influenza A virus (A/Ontario/49/2013(H1N1)),viral cRNA,A/Ontario/49/2013,H1N1,taxon:1458523,KJ406383.1,Canada: Ontario,Homo sapiens,4,2013-12-04,NPS,,lineage: swl,,,2013.0,12.0,4.0,2013-2014
Influenza A virus (A/Ontario/48/2013(H1N1)),viral cRNA,A/Ontario/48/2013,H1N1,taxon:1458522,KJ406381.1,Canada: Ontario,Homo sapiens,4,2013-11-20,nasal,,lineage: swl,,,2013.0,11.0,20.0,2013-2014
Influenza A virus (A/Ontario/C1823-11/2013(H3N2)),viral cRNA,A/Ontario/C1823-11/2013,H3N2,taxon:1492113,KJ734749.1,Canada: Ontario,Homo sapiens,4,2013-07-05,BAL,,,,,2013.0,7.0,5.0,2012-2013
Influenza A virus (A/Ontario/047/2013(H3N2)),viral cRNA,A/Ontario/047/2013,H3N2,taxon:1428734,KF886354.1,Canada: Ontario,Homo sapiens,4,2013-04-10,NPS,,,,,2013.0,4.0,10.0,2012-2013
Influenza A virus (A/Ontario/C8308-10/2013(H3N2)),viral cRNA,A/Ontario/C8308-10/2013,H3N2,taxon:1492120,KJ734748.1,Canada: Ontario,Homo sapiens,4,2013-03-25,NPS,,,,,2013.0,3.0,25.0,2012-2013
Influenza A virus (A/Ontario/C7065-9/2013(H3N2)),viral cRNA,A/Ontario/C7065-9/2013,H3N2,taxon:1492118,KJ734747.1,Canada: Ontario,Homo sapiens,4,2013-03-19,BAL,,,,,2013.0,3.0,19.0,2012-2013
Influenza A virus (A/Ontario/C6633-8/2013(H3N2)),viral cRNA,A/Ontario/C6633-8/2013,H3N2,taxon:1492117,KJ734746.1,Canada: Ontario,Homo sapiens,4,2013-03-16,NPS,,,,,2013.0,3.0,16.0,2012-2013
Influenza A virus (A/Ontario/044/2013(H1N1)),viral cRNA,A/Ontario/044/2013,H1N1,taxon:1428725,KF886379.1,Canada: Ontario,Homo sapiens,4,2013-03-08,NPS,,,,,2013.0,3.0,8.0,2012-2013
Influenza A virus (A/Ontario/043/2013(H1N1)),viral cRNA,A/Ontario/043/2013,H1N1,taxon:1428712,KF886366.1,Canada: Ontario,Homo sapiens,4,2013-03-05,NPS,,,,,2013.0,3.0,5.0,2012-2013
Influenza A virus (A/Ontario/C3849-7/2013(H3N2)),viral cRNA,A/Ontario/C3849-7/2013,H3N2,taxon:1492115,KJ734745.1,Canada: Ontario,Homo sapiens,4,2013-03-03,NPS,,,,,2013.0,3.0,3.0,2012-2013
Influenza A virus (A/Ontario/045/2013(H1N1)),viral cRNA,A/Ontario/045/2013,H1N1,taxon:1428722,KF886376.1,Canada: Ontario,Homo sapiens,4,2013-02-26,NPS,,,,,2013.0,2.0,26.0,2012-2013
Influenza A virus (A/Ontario/039/2013(H1N1)),viral cRNA,A/Ontario/039/2013,H1N1,taxon:1428717,KF886371.1,Canada: Ontario,Homo sapiens,4,2013-02-25,NPS,,,,,2013.0,2.0,25.0,2012-2013
Influenza A virus (A/Ontario/040/2013(H1N1)),viral cRNA,A/Ontario/040/2013,H1N1,taxon:1428724,KF886378.1,Canada: Ontario,Homo sapiens,4,2013-02-21,nasal,,,,,2013.0,2.0,21.0,2012-2013
Influenza A virus (A/Ontario/038/2013(H3N2)),viral cRNA,A/Ontario/038/2013,H3N2,taxon:1428728,KF886348.1,Canada: Ontario,Homo sapiens,4,2013-02-19,NPS,,,,,2013.0,2.0,19.0,2012-2013
Influenza A virus (A/Ontario/037/2013(H3N2)),viral cRNA,A/Ontario/037/2013,H3N2,taxon:1428741,KF886361.1,Canada: Ontario,Homo sapiens,4,2013-02-12,NPS,,,,,2013.0,2.0,12.0,2012-2013
Influenza A virus (A/Ontario/036/2013(H3N2)),viral cRNA,A/Ontario/036/2013,H3N2,taxon:1428737,KF886357.1,Canada: Ontario,Homo sapiens,4,2013-02-11,NPS,,,,,2013.0,2.0,11.0,2012-2013
Influenza A virus (A/Ontario/C5314-6/2013(H3N2)),viral cRNA,A/Ontario/C5314-6/2013,H3N2,taxon:1492116,KJ734744.1,Canada: Ontario,Homo sapiens,4,2013-02-07,NPS,,,,,2013.0,2.0,7.0,2012-2013
Influenza A virus (A/Ontario/034/2013(H1N1)),viral cRNA,A/Ontario/034/2013,H1N1,taxon:1428711,KF886365.1,Canada: Ontario,Homo sapiens,4,2013-02-02,NPS,,,,,2013.0,2.0,2.0,2012-2013
Influenza A virus (A/Ontario/C8073-5/2013(H3N2)),viral cRNA,A/Ontario/C8073-5/2013,H3N2,taxon:1492119,KJ734743.1,Canada: Ontario,Homo sapiens,4,2013-01-31,NPS,,,,,2013.0,1.0,31.0,2012-2013
Influenza A virus (A/Ontario/029/2013(H1N1)),viral cRNA,A/Ontario/029/2013,H1N1,taxon:1428716,KF886370.1,Canada: Ontario,Homo sapiens,4,2013-01-31,NPS,,,,,2013.0,1.0,31.0,2012-2013
Influenza A virus (A/Ontario/032/2013(H1N1)),viral cRNA,A/Ontario/032/2013,H1N1,taxon:1428721,KF886375.1,Canada: Ontario,Homo sapiens,4,2013-01-30,NPS,,,,,2013.0,1.0,30.0,2012-2013
Influenza A virus (A/Ontario/033/2013(H1N1)),viral cRNA,A/Ontario/033/2013,H1N1,taxon:1428719,KF886373.1,Canada: Ontario,Homo sapiens,4,2013-01-30,NPS,,,,,2013.0,1.0,30.0,2012-2013
Influenza A virus (A/Ontario/031/2013(H1N1)),viral cRNA,A/Ontario/031/2013,H1N1,taxon:1428715,KF886369.1,Canada: Ontario,Homo sapiens,4,2013-01-30,NPS,,,,,2013.0,1.0,30.0,2012-2013
Influenza A virus (A/Ontario/028/2013(H3N2)),viral cRNA,A/Ontario/028/2013,H3N2,taxon:1428729,KF886349.1,Canada: Ontario,Homo sapiens,4,2013-01-29,NPS,,,,,2013.0,1.0,29.0,2012-2013
Influenza A virus (A/Ontario/030/2013(H3N2)),viral cRNA,A/Ontario/030/2013,H3N2,taxon:1428742,KF886362.1,Canada: Ontario,Homo sapiens,4,2013-01-29,NPS,,,,,2013.0,1.0,29.0,2012-2013
Influenza A virus (A/Ontario/025/2013(H3N2)),viral cRNA,A/Ontario/025/2013,H3N2,taxon:1428744,KF886364.1,Canada: Ontario,Homo sapiens,4,2013-01-28,NPS,,,,,2013.0,1.0,28.0,2012-2013
Influenza A virus (A/Ontario/023/2013(H3N2)),viral cRNA,A/Ontario/023/2013,H3N2,taxon:1428730,KF886350.1,Canada: Ontario,Homo sapiens,4,2013-01-24,NPS,,,,,2013.0,1.0,24.0,2012-2013
Influenza A virus (A/Ontario/027/2013(H3N2)),viral cRNA,A/Ontario/027/2013,H3N2,taxon:1428732,KF886352.1,Canada: Ontario,Homo sapiens,4,2013-01-24,NPS,,,,,2013.0,1.0,24.0,2012-2013
Influenza A virus (A/Ontario/022/2013(H3N2)),viral cRNA,A/Ontario/022/2013,H3N2,taxon:1428731,KF886351.1,Canada: Ontario,Homo sapiens,4,2013-01-23,NPS,,,,,2013.0,1.0,23.0,2012-2013
Influenza A virus (A/Ontario/020/2013(H1N1)),viral cRNA,A/Ontario/020/2013,H1N1,taxon:1428713,KF886367.1,Canada: Ontario,Homo sapiens,4,2013-01-22,NPS,,,,,2013.0,1.0,22.0,2012-2013
Influenza A virus (A/Ontario/021/2013(H3N2)),viral cRNA,A/Ontario/021/2013,H3N2,taxon:1428733,KF886353.1,Canada: Ontario,Homo sapiens,4,2013-01-22,NPS,,,,,2013.0,1.0,22.0,2012-2013
Influenza A virus (A/Ontario/C0587-4/2013(H3N2)),viral cRNA,A/Ontario/C0587-4/2013,H3N2,taxon:1492111,KJ734742.1,Canada: Ontario,Homo sapiens,4,2013-01-20,NPS,,,,,2013.0,1.0,20.0,2012-2013
Influenza A virus (A/Ontario/026/2013(H1N1)),viral cRNA,A/Ontario/026/2013,H1N1,taxon:1428727,KF886381.1,Canada: Ontario,Homo sapiens,4,2013-01-19,NPS,,,,,2013.0,1.0,19.0,2012-2013
Influenza A virus (A/Ontario/024/2013(H1N1)),viral cRNA,A/Ontario/024/2013,H1N1,taxon:1428720,KF886374.1,Canada: Ontario,Homo sapiens,4,2013-01-19,NPS,,,,,2013.0,1.0,19.0,2012-2013
Influenza A virus (A/Ontario/018/2013(H3N2)),viral cRNA,A/Ontario/018/2013,H3N2,taxon:1428735,KF886355.1,Canada: Ontario,Homo sapiens,4,2013-01-18,NPS,,,,,2013.0,1.0,18.0,2012-2013
Influenza A virus (A/Ontario/016/2013(H3N2)),viral cRNA,A/Ontario/016/2013,H3N2,taxon:1428738,KF886358.1,Canada: Ontario,Homo sapiens,4,2013-01-17,,,,,,2013.0,1.0,17.0,2012-2013
Influenza A virus (A/Ontario/014/2013(H1N1)),viral cRNA,A/Ontario/014/2013,H1N1,taxon:1428718,KF886372.1,Canada: Ontario,Homo sapiens,4,2013-01-15,NPS,,,,,2013.0,1.0,15.0,2012-2013
Influenza A virus (A/Ontario/013/2013(H3N2)),viral cRNA,A/Ontario/013/2013,H3N2,taxon:1428739,KF886359.1,Canada: Ontario,Homo sapiens,4,2013-01-15,NPS,,,,,2013.0,1.0,15.0,2012-2013
Influenza A virus (A/Ontario/012/2013(H1N1)),viral cRNA,A/Ontario/012/2013,H1N1,taxon:1428723,KF886377.1,Canada: Ontario,Homo sapiens,4,2013-01-15,NPS,,,,,2013.0,1.0,15.0,2012-2013
Influenza A virus (A/Ontario/011/2013(H1N1)),viral cRNA,A/Ontario/011/2013,H1N1,taxon:1428726,KF886380.1,Canada: Ontario,Homo sapiens,4,2013-01-14,NPS,,,,,2013.0,1.0,14.0,2012-2013
Influenza A virus (A/Ontario/C0982-3/2013(H3N2)),viral cRNA,A/Ontario/C0982-3/2013,H3N2,taxon:1492112,KJ734741.1,Canada: Ontario,Homo sapiens,4,2013-01-14,NPS,,,,,2013.0,1.0,14.0,2012-2013
Influenza A virus (A/Ontario/017/2013(H3N2)),viral cRNA,A/Ontario/017/2013,H3N2,taxon:1428736,KF886356.1,Canada: Ontario,Homo sapiens,4,2013-01-11,NPS,,,,,2013.0,1.0,11.0,2012-2013
Influenza A virus (A/Ontario/015/2013(H3N2)),viral cRNA,A/Ontario/015/2013,H3N2,taxon:1428740,KF886360.1,Canada: Ontario,Homo sapiens,4,2013-01-10,nasal,,,,,2013.0,1.0,10.0,2012-2013
Influenza A virus (A/Ontario/005/2013(H3N2)),viral cRNA,A/Ontario/005/2013,H3N2,taxon:1286947,KC526211.1,Canada: Ontario,Homo sapiens,4,2013-01-04,nasopharyngeal swab,,,,,2013.0,1.0,4.0,2012-2013
Influenza A virus (A/Ontario/006/2013(H3N2)),viral cRNA,A/Ontario/006/2013,H3N2,taxon:1286948,KC526212.1,Canada: Ontario,Homo sapiens,4,2013-01-04,nasopharyngeal swab,,,,,2013.0,1.0,4.0,2012-2013
Influenza A virus (A/Ontario/009/2013(H3N2)),viral cRNA,A/Ontario/009/2013,H3N2,taxon:1428743,KF886363.1,Canada: Ontario,Homo sapiens,4,2013-01-04,NPS,,,,,2013.0,1.0,4.0,2012-2013
Influenza A virus (A/Ontario/008/2013(H3N2)),viral cRNA,A/Ontario/008/2013,H3N2,taxon:1286950,KC526214.1,Canada: Ontario,Homo sapiens,4,2013-01-04,nasopharyngeal swab,,,,,2013.0,1.0,4.0,2012-2013
Influenza A virus (A/Ontario/002/2013(H3N2)),viral cRNA,A/Ontario/002/2013,H3N2,taxon:1286944,KC526208.1,Canada: Ontario,Homo sapiens,4,2013-01-02,nasopharyngeal swab,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/003/2013(H3N2)),viral cRNA,A/Ontario/003/2013,H3N2,taxon:1286945,KC526209.1,Canada: Ontario,Homo sapiens,4,2013-01-02,nasopharyngeal swab,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/C9969-2/2013(H3N2)),viral cRNA,A/Ontario/C9969-2/2013,H3N2,taxon:1492121,KJ734740.1,Canada: Ontario,Homo sapiens,4,2013-01-02,NPS,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/001/2013(H3N2)),viral cRNA,A/Ontario/001/2013,H3N2,taxon:1286943,KC526207.1,Canada: Ontario,Homo sapiens,4,2013-01-02,nasopharyngeal swab,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/004/2013(H3N2)),viral cRNA,A/Ontario/004/2013,H3N2,taxon:1286946,KC526210.1,Canada: Ontario,Homo sapiens,4,2013-01-02,nasopharyngeal swab,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/007/2013(H3N2)),viral cRNA,A/Ontario/007/2013,H3N2,taxon:1286949,KC526213.1,Canada: Ontario,Homo sapiens,4,2013-01-02,nasopharyngeal swab,,,,,2013.0,1.0,2.0,2012-2013
Influenza A virus (A/Ontario/032/2012(H3N2)),viral cRNA,A/Ontario/032/2012,H3N2,taxon:1286953,KC526206.1,Canada: Ontario,Homo sapiens,4,2012-12-31,nasopharyngeal swab,,,,,2012.0,12.0,31.0,2012-2013
Influenza A virus (A/Ontario/031/2012(H3N2)),viral cRNA,A/Ontario/031/2012,H3N2,taxon:1286952,KC526205.1,Canada: Ontario,Homo sapiens,4,2012-12-31,nasopharyngeal swab,,,,,2012.0,12.0,31.0,2012-2013
Influenza A virus (A/Ontario/030/2012(H3N2)),viral cRNA,A/Ontario/030/2012,H3N2,taxon:1286951,KC526204.1,Canada: Ontario,Homo sapiens,4,2012-12-28,nasopharyngeal swab,,,,,2012.0,12.0,28.0,2012-2013
Influenza A virus (A/Ontario/003/2012(H1N1)),viral cRNA,A/Ontario/003/2012,H1N1,taxon:1389026,KF551082.1,Canada: Ontario,Homo sapiens,4,2012-12-27,NPS,,lineage:swl,,,2012.0,12.0,27.0,2012-2013
Influenza A virus (A/Ontario/C3798-1/2012(H3N2)),viral cRNA,A/Ontario/C3798-1/2012,H3N2,taxon:1492114,KJ734739.1,Canada: Ontario,Homo sapiens,4,2012-12-18,BAL,,,,,2012.0,12.0,18.0,2012-2013
Influenza A virus (A/Ontario/033/2012(H1N1)),viral cRNA,A/Ontario/033/2012,H1N1,taxon:1428714,KF886368.1,Canada: Ontario,Homo sapiens,4,2012-11-19,NPS,,,,,2012.0,11.0,19.0,2012-2013
Influenza A virus (A/Ontario/N163578/2012(H1N1)),viral cRNA,A/Ontario/N163578/2012,H1N1,taxon:1236561,JX875001.1,Canada,Homo sapiens; gender M; age 37Y,4,2012-08-10,NPS,,RMK 1st passage,,,2012.0,8.0,10.0,2011-2012
Influenza A virus (A/Ontario/028/2012(H3N2)),viral cRNA,A/Ontario/028/2012,H3N2,taxon:1389052,KF551077.1,Canada: Ontario,Homo sapiens,4,2012-04-27,NPS,,,,,2012.0,4.0,27.0,2011-2012
Influenza A virus (A/Ontario/029/2012(H3N2)),viral cRNA,A/Ontario/029/2012,H3N2,taxon:1389053,KF551078.1,Canada: Ontario,Homo sapiens,4,2012-04-27,NPS,,,,,2012.0,4.0,27.0,2011-2012
Influenza A virus (A/Ontario/027/2012(H3N2)),viral cRNA,A/Ontario/027/2012,H3N2,taxon:1389051,KF551076.1,Canada: Ontario,Homo sapiens,4,2012-04-13,,,,,,2012.0,4.0,13.0,2011-2012
Influenza A virus (A/Ontario/026/2012(H1N1)),viral cRNA,A/Ontario/026/2012,H1N1,taxon:1389050,KF551079.1,Canada: Ontario,Homo sapiens,4,2012-03-28,NPS,,lineage:swl,,,2012.0,3.0,28.0,2011-2012
Influenza A virus (A/Ontario/025/2012(H1N1)),viral cRNA,A/Ontario/025/2012,H1N1,taxon:1389048,KF551095.1,Canada: Ontario,Homo sapiens,4,2012-03-14,NPS,,lineage:swl,,,2012.0,3.0,14.0,2011-2012
Influenza A virus (A/Ontario/023/2012(H1N1)),viral cRNA,A/Ontario/023/2012,H1N1,taxon:1389045,KF551093.1,Canada: Ontario,Homo sapiens,4,2012-03-13,NPS,,lineage:swl,,,2012.0,3.0,13.0,2011-2012
Influenza A virus (A/Ontario/021/2012(H3N2)),viral cRNA,A/Ontario/021/2012,H3N2,taxon:1389043,KF551075.1,Canada: Ontario,Homo sapiens,4,2012-03-12,NPS,,,,,2012.0,3.0,12.0,2011-2012
Influenza A virus (A/Ontario/022/2012(H1N1)),viral cRNA,A/Ontario/022/2012,H1N1,taxon:1389044,KF551092.1,Canada: Ontario,Homo sapiens,4,2012-03-12,NPS,,lineage:swl,,,2012.0,3.0,12.0,2011-2012
Influenza A virus (A/Ontario/024/2012(H1N1)),viral cRNA,A/Ontario/024/2012,H1N1,taxon:1389046,KF551094.1,Canada: Ontario,Homo sapiens,4,2012-03-09,NPS,,lineage:swl,,,2012.0,3.0,9.0,2011-2012
Influenza A virus (A/Ontario/020/2012(H3N2)),viral cRNA,A/Ontario/020/2012,H3N2,taxon:1389042,KF551074.1,Canada: Ontario,Homo sapiens,4,2012-03-08,nasal,,,,,2012.0,3.0,8.0,2011-2012
Influenza A virus (A/Ontario/019/2012(H1N1)),viral cRNA,A/Ontario/019/2012,H1N1,taxon:1389041,KF551091.1,Canada: Ontario,Homo sapiens,4,2012-03-07,nasal,,lineage:swl,,,2012.0,3.0,7.0,2011-2012
Influenza A virus (A/Ontario/018/2012(H1N1)),viral cRNA,A/Ontario/018/2012,H1N1,taxon:1389040,KF551090.1,Canada: Ontario,Homo sapiens,4,2012-03-07,nasal,,lineage:swl,,,2012.0,3.0,7.0,2011-2012
Influenza A virus (A/Ontario/016/2012(H1N1)),viral cRNA,A/Ontario/016/2012,H1N1,taxon:1389038,KF551089.1,Canada: Ontario,Homo sapiens,4,2012-03-05,NPS,,lineage:swl,,,2012.0,3.0,5.0,2011-2012
Influenza A virus (A/Ontario/015/2012(H3N2)),viral cRNA,A/Ontario/015/2012,H3N2,taxon:1389037,KF551072.1,Canada: Ontario,Homo sapiens,4,2012-03-05,NPS,,,,,2012.0,3.0,5.0,2011-2012
Influenza A virus (A/Ontario/017/2012(H3N2)),viral cRNA,A/Ontario/017/2012,H3N2,taxon:1389039,KF551073.1,Canada: Ontario,Homo sapiens,4,2012-03-02,nasal,,,,,2012.0,3.0,2.0,2011-2012
Influenza A virus (A/Ontario/013/2012(H1N1)),viral cRNA,A/Ontario/013/2012,H1N1,taxon:1389035,KF551088.1,Canada: Ontario,Homo sapiens,4,2012-02-29,NPS,,lineage:swl,,,2012.0,2.0,29.0,2011-2012
Influenza A virus (A/Ontario/014/2012(H3N2)),viral cRNA,A/Ontario/014/2012,H3N2,taxon:1389036,KF551071.1,Canada: Ontario,Homo sapiens,4,2012-02-29,NPS,,,,,2012.0,2.0,29.0,2011-2012
Influenza A virus (A/Ontario/011/2012(H1N1)),viral cRNA,A/Ontario/011/2012,H1N1,taxon:1389034,KF551087.1,Canada: Ontario,Homo sapiens,4,2012-02-28,nasal,,lineage:swl,,,2012.0,2.0,28.0,2011-2012
Influenza A virus (A/Ontario/009/2012(H3N2)),viral cRNA,A/Ontario/009/2012,H3N2,taxon:1389032,KF551070.1,Canada: Ontario,Homo sapiens,4,2012-02-24,NPS,,,,,2012.0,2.0,24.0,2011-2012
Influenza A virus (A/Ontario/010/2012(H1N1)),viral cRNA,A/Ontario/010/2012,H1N1,taxon:1389033,KF551086.1,Canada: Ontario,Homo sapiens,4,2012-02-23,,,lineage:swl,,,2012.0,2.0,23.0,2011-2012
Influenza A virus (A/Ontario/007/2012(H1N1)),viral cRNA,A/Ontario/007/2012,H1N1,taxon:1389030,KF551084.1,Canada: Ontario,Homo sapiens,4,2012-02-21,NPS,,lineage:swl,,,2012.0,2.0,21.0,2011-2012
Influenza A virus (A/Ontario/008/2012(H1N1)),viral cRNA,A/Ontario/008/2012,H1N1,taxon:1389031,KF551085.1,Canada: Ontario,Homo sapiens,4,2012-02-17,NPS,,lineage:swl,,,2012.0,2.0,17.0,2011-2012
Influenza A virus (A/Ontario/006/2012(H1N1)),viral cRNA,A/Ontario/006/2012,H1N1,taxon:1389029,KF551083.1,Canada: Ontario,Homo sapiens,4,2012-02-02,NPS,,lineage:swl,,,2012.0,2.0,2.0,2011-2012
Influenza A virus (A/Ontario/005/2012(H3N2)),viral cRNA,A/Ontario/005/2012,H3N2,taxon:1389028,KF551069.1,Canada: Ontario,Homo sapiens,4,2012-02-01,NPS,,,,,2012.0,2.0,1.0,2011-2012
Influenza A virus (A/Ontario/004/2012(H1N1)),viral cRNA,A/Ontario/004/2012,H1N1,taxon:1389027,KF551096.1,Canada: Ontario,Homo sapiens,4,2012-01-25,nasal,,lineage:swl,,,2012.0,1.0,25.0,2011-2012
Influenza A virus (A/Ontario/001/2012(H3N2)),viral cRNA,A/Ontario/001/2012,H3N2,taxon:1389024,KF551068.1,Canada: Ontario,Homo sapiens,4,2012-01-16,NPS,,,,,2012.0,1.0,16.0,2011-2012
Influenza A virus (A/Ontario/002/2012(H1N1)),viral cRNA,A/Ontario/002/2012,H1N1,taxon:1389025,KF551081.1,Canada: Ontario,Homo sapiens,4,2012-01-16,NPS,,lineage:swl,,,2012.0,1.0,16.0,2011-2012
Influenza A virus (A/Ontario/026/2011(H1N1)),viral cRNA,A/Ontario/026/2011,H1N1,taxon:1389049,KF551080.1,Canada: Ontario,Homo sapiens,4,2011-12-16,NPS,,lineage:swl,,,2011.0,12.0,16.0,2011-2012
Influenza A virus (A/Ontario/025/2011(H3N2)),viral cRNA,A/Ontario/025/2011,H3N2,taxon:1389047,KF551067.1,Canada: Ontario,Homo sapiens,4,2011-12-01,NPS,,,,,2011.0,12.0,1.0,2011-2012
Influenza A virus (A/Ontario/024/2011(H3N2)),viral cRNA,A/Ontario/024/2011,H3N2,taxon:1162894,CY111003.1,Canada: Ontario,Homo sapiens,4,2011-02-14,Nasal,,,RMK1 passage(s),,2011.0,2.0,14.0,2010-2011
Influenza A virus (A/Ontario/023/2011(H3N2)),viral cRNA,A/Ontario/023/2011,H3N2,taxon:1162893,CY111002.1,Canada: Ontario,Homo sapiens,4,2011-02-08,NP swab,,,RMK1 passage(s),,2011.0,2.0,8.0,2010-2011
